,Caption,tokenized,freqdist,tokens_WSW,normalized,tokens_stemmed,merged
352,kasih paham penelitian kita aowkwoww,"['kasih', 'paham', 'penelitian', 'kita', 'aowkwoww']",<FreqDist with 5 samples and 5 outcomes>,"['kasih', 'paham', 'penelitian', 'aowkwoww']","['kasih', 'paham', 'penelitian', 'aowkwoww']","['kasih', 'paham', 'teliti', 'aowkwoww']",kasih paham teliti aowkwoww
353,ini media keliatan bngt condong kemananya diliat dari tiap posting,"['ini', 'media', 'keliatan', 'bngt', 'condong', 'kemananya', 'diliat', 'dari', 'tiap', 'posting']",<FreqDist with 10 samples and 10 outcomes>,"['media', 'keliatan', 'bngt', 'condong', 'kemananya', 'diliat', 'posting']","['media', 'keliatan', 'banget', 'condong', 'kemananya', 'diliat', 'posting']","['media', 'liat', 'banget', 'condong', 'mana', 'liat', 'posting']",media liat banget condong mana liat posting
354,tolong warga jakarta jujur memuaskan kah anies,"['tolong', 'warga', 'jakarta', 'jujur', 'memuaskan', 'kah', 'anies']",<FreqDist with 7 samples and 7 outcomes>,"['tolong', 'warga', 'jakarta', 'jujur', 'memuaskan', 'kah', 'anies']","['tolong', 'warga', 'jakarta', 'jujur', 'memuaskan', 'kah', 'anies']","['tolong', 'warga', 'jakarta', 'jujur', 'muas', 'kah', 'anies']",tolong warga jakarta jujur muas kah anies
355,ganjar padahal petugas partai ngapa dibikin terus,"['ganjar', 'padahal', 'petugas', 'partai', 'ngapa', 'dibikin', 'terus']",<FreqDist with 7 samples and 7 outcomes>,"['ganjar', 'petugas', 'partai', 'ngapa', 'dibikin']","['ganjar', 'petugas', 'partai', 'ngapa', 'dibikin']","['ganjar', 'tugas', 'partai', 'ngapa', 'bikin']",ganjar tugas partai ngapa bikin
356,orapopo sing penting mene tak coblos,"['orapopo', 'sing', 'penting', 'mene', 'tak', 'coblos']",<FreqDist with 6 samples and 6 outcomes>,"['orapopo', 'sing', 'mene', 'coblos']","['orapopo', 'sing', 'mene', 'coblos']","['orapopo', 'sing', 'mene', 'coblos']",orapopo sing mene coblos
357,,[],<FreqDist with 0 samples and 0 outcomes>,[],[],[],
358,bodo amattt mau naik atau turun ga nyapress juga terserah dia seriusan ngapain ngurusin hidup orang,"['bodo', 'amattt', 'mau', 'naik', 'atau', 'turun', 'ga', 'nyapress', 'juga', 'terserah', 'dia', 'seriusan', 'ngapain', 'ngurusin', 'hidup', 'orang']",<FreqDist with 16 samples and 16 outcomes>,"['bodo', 'amattt', 'turun', 'nyapress', 'terserah', 'seriusan', 'ngapain', 'ngurusin', 'hidup', 'orang']","['bodo', 'amattt', 'turun', 'nyapress', 'terserah', 'seriusan', 'ngapain', 'ngurusin', 'hidup', 'orang']","['bodo', 'amattt', 'turun', 'nyapress', 'serah', 'serius', 'ngapain', 'ngurusin', 'hidup', 'orang']",bodo amattt turun nyapress serah serius ngapain ngurusin hidup orang
359,kurangnya blow up ke medsos,"['kurangnya', 'blow', 'up', 'ke', 'medsos']",<FreqDist with 5 samples and 5 outcomes>,"['kurangnya', 'blow', 'up', 'medsos']","['kurangnya', 'blow', 'up', 'medsos']","['kurang', 'blow', 'up', 'medsos']",kurang blow up medsos
360,kalau  paham  pasti punya pilihan yg tepat wkwkwk,"['kalau', 'paham', 'pasti', 'punya', 'pilihan', 'yg', 'tepat', 'wkwkwk']",<FreqDist with 8 samples and 8 outcomes>,"['paham', 'pilihan', 'wkwkwk']","['paham', 'pilihan', 'wkwkwk']","['paham', 'pilih', 'wkwkwk']",paham pilih wkwkwk
361,perubahan dan perbaikan rubah itu adalah musang dan baik itu hati jadi kesimpulannya musang berbaik hati,"['perubahan', 'dan', 'perbaikan', 'rubah', 'itu', 'adalah', 'musang', 'dan', 'baik', 'itu', 'hati', 'jadi', 'kesimpulannya', 'musang', 'berbaik', 'hati']",<FreqDist with 12 samples and 16 outcomes>,"['perubahan', 'perbaikan', 'rubah', 'musang', 'hati', 'kesimpulannya', 'musang', 'berbaik', 'hati']","['perubahan', 'perbaikan', 'rubah', 'musang', 'hati', 'kesimpulannya', 'musang', 'berbaik', 'hati']","['ubah', 'baik', 'rubah', 'musang', 'hati', 'simpul', 'musang', 'baik', 'hati']",ubah baik rubah musang hati simpul musang baik hati
362,alhamdulillah rakyat pintar,"['alhamdulillah', 'rakyat', 'pintar']",<FreqDist with 3 samples and 3 outcomes>,"['alhamdulillah', 'rakyat', 'pintar']","['alhamdulillah', 'rakyat', 'pintar']","['alhamdulillah', 'rakyat', 'pintar']",alhamdulillah rakyat pintar
363,karena anies koken cangkem alias cangkkeman tok,"['karena', 'anies', 'koken', 'cangkem', 'alias', 'cangkkeman', 'tok']",<FreqDist with 7 samples and 7 outcomes>,"['anies', 'koken', 'cangkem', 'alias', 'cangkkeman', 'tok']","['anies', 'koken', 'cangkem', 'alias', 'cangkkeman', 'tok']","['anies', 'koken', 'cangkem', 'alias', 'cangkkeman', 'tok']",anies koken cangkem alias cangkkeman tok
364,dari ketiganyablom ada yg memuaskan performanysama paling nanti bukan adu progam  kinerjarencana ke depan tapi fitnahan saling menjatuhkan,"['dari', 'ketiganyablom', 'ada', 'yg', 'memuaskan', 'performanysama', 'paling', 'nanti', 'bukan', 'adu', 'progam', 'kinerjarencana', 'ke', 'depan', 'tapi', 'fitnahan', 'saling', 'menjatuhkan']",<FreqDist with 18 samples and 18 outcomes>,"['ketiganyablom', 'memuaskan', 'performanysama', 'adu', 'progam', 'kinerjarencana', 'fitnahan', 'menjatuhkan']","['ketiganyablom', 'memuaskan', 'performanysama', 'adu', 'progam', 'kinerjarencana', 'fitnahan', 'menjatuhkan']","['ketiganyablom', 'muas', 'performanysama', 'adu', 'progam', 'kinerjarencana', 'fitnah', 'jatuh']",ketiganyablom muas performanysama adu progam kinerjarencana fitnah jatuh
365,demi kepentingan bangsa dan negara,"['demi', 'kepentingan', 'bangsa', 'dan', 'negara']",<FreqDist with 5 samples and 5 outcomes>,"['kepentingan', 'bangsa', 'negara']","['kepentingan', 'bangsa', 'negara']","['penting', 'bangsa', 'negara']",penting bangsa negara
366,hari gini masih percaya survei,"['hari', 'gini', 'masih', 'percaya', 'survei']",<FreqDist with 5 samples and 5 outcomes>,"['gini', 'percaya', 'survei']","['gini', 'percaya', 'survei']","['gin', 'percaya', 'survei']",gin percaya survei
367,lbih percaya survey goggle daripada survey bayaran begini awikwok yang di survey cuman kelompok maupun golongannya aja,"['lbih', 'percaya', 'survey', 'goggle', 'daripada', 'survey', 'bayaran', 'begini', 'awikwok', 'yang', 'di', 'survey', 'cuman', 'kelompok', 'maupun', 'golongannya', 'aja']",<FreqDist with 15 samples and 17 outcomes>,"['lbih', 'percaya', 'survey', 'goggle', 'survey', 'bayaran', 'awikwok', 'survey', 'cuman', 'kelompok', 'golongannya']","['lebih', 'percaya', 'survey', 'goggle', 'survey', 'bayaran', 'awikwok', 'survey', 'cuman', 'kelompok', 'golongannya']","['lebih', 'percaya', 'survey', 'goggle', 'survey', 'bayar', 'awikwok', 'survey', 'cuman', 'kelompok', 'golong']",lebih percaya survey goggle survey bayar awikwok survey cuman kelompok golong
368,buseett kerdus digembok aja bisa mereka atur apalagi surpay surpey ginian,"['buseett', 'kerdus', 'digembok', 'aja', 'bisa', 'mereka', 'atur', 'apalagi', 'surpay', 'surpey', 'ginian']",<FreqDist with 11 samples and 11 outcomes>,"['buseett', 'kerdus', 'digembok', 'atur', 'surpay', 'surpey', 'ginian']","['buseett', 'kerdus', 'digembok', 'atur', 'survey', 'survey', 'ginian']","['buseett', 'kerdus', 'gembok', 'atur', 'survey', 'survey', 'ginian']",buseett kerdus gembok atur survey survey ginian
369,jadi inget survey pilkada dki ada yg sampe sesumbar krn surve nya tinggi terus hanya tuhan yg bisa mengalahkan dia jadi gubernur masih percaya surve,"['jadi', 'inget', 'survey', 'pilkada', 'dki', 'ada', 'yg', 'sampe', 'sesumbar', 'krn', 'surve', 'nya', 'tinggi', 'terus', 'hanya', 'tuhan', 'yg', 'bisa', 'mengalahkan', 'dia', 'jadi', 'gubernur', 'masih', 'percaya', 'surve']",<FreqDist with 22 samples and 25 outcomes>,"['inget', 'survey', 'pilkada', 'dki', 'sampe', 'sesumbar', 'surve', 'tuhan', 'mengalahkan', 'gubernur', 'percaya', 'surve']","['inget', 'survey', 'pilkada', 'dki', 'sampe', 'sesumbar', 'surve', 'tuhan', 'mengalahkan', 'gubernur', 'percaya', 'surve']","['inget', 'survey', 'pilkada', 'dki', 'sampe', 'sesumbar', 'surve', 'tuhan', 'kalah', 'gubernur', 'percaya', 'surve']",inget survey pilkada dki sampe sesumbar surve tuhan kalah gubernur percaya surve
370,orang cerdas tahu siapa yg akan dipilih nanti,"['orang', 'cerdas', 'tahu', 'siapa', 'yg', 'akan', 'dipilih', 'nanti']",<FreqDist with 8 samples and 8 outcomes>,"['orang', 'cerdas', 'dipilih']","['orang', 'cerdas', 'dipilih']","['orang', 'cerdas', 'pilih']",orang cerdas pilih
371,saya lebih percaya tukang sulap dari pada tukang survei alm ridwan saidi,"['saya', 'lebih', 'percaya', 'tukang', 'sulap', 'dari', 'pada', 'tukang', 'survei', 'alm', 'ridwan', 'saidi']",<FreqDist with 11 samples and 12 outcomes>,"['percaya', 'tukang', 'sulap', 'tukang', 'survei', 'alm', 'ridwan', 'saidi']","['percaya', 'tukang', 'sulap', 'tukang', 'survei', 'alm', 'ridwan', 'saidi']","['percaya', 'tukang', 'sulap', 'tukang', 'survei', 'alm', 'ridwan', 'saidi']",percaya tukang sulap tukang survei alm ridwan saidi
372,mulai dah,"['mulai', 'dah']",<FreqDist with 2 samples and 2 outcomes>,['dah'],['dah'],['dah'],dah
373,politik identitas,"['politik', 'identitas']",<FreqDist with 2 samples and 2 outcomes>,"['politik', 'identitas']","['politik', 'identitas']","['politik', 'identitas']",politik identitas
374,baru deklarasi udah open insight dengar diduga pdip tidak diinginkan kembali berkuasa ego nya sampai enggan masuk koalisi karena aji mumpung ada kekuasaan pada anggota yaitu presiden jokowidodo maka dari itu hasil survay survey udah gak worth it di era skrg dulu memang era nya survey agar suara lebih condong kepada presentase terbesar itu merupakan gelombang massal secara survey beda era skrg punya mata dan pintar utk membedakan khususnya pdip tidak menyuarakan atau prioritas kepentingan rakyat sadarilah pdip tumbang,"['baru', 'deklarasi', 'udah', 'open', 'insight', 'dengar', 'diduga', 'pdip', 'tidak', 'diinginkan', 'kembali', 'berkuasa', 'ego', 'nya', 'sampai', 'enggan', 'masuk', 'koalisi', 'karena', 'aji', 'mumpung', 'ada', 'kekuasaan', 'pada', 'anggota', 'yaitu', 'presiden', 'jokowidodo', 'maka', 'dari', 'itu', 'hasil', 'survay', 'survey', 'udah', 'gak', 'worth', 'it', 'di', 'era', 'skrg', 'dulu', 'memang', 'era', 'nya', 'survey', 'agar', 'suara', 'lebih', 'condong', 'kepada', 'presentase', 'terbesar', 'itu', 'merupakan', 'gelombang', 'massal', 'secara', 'survey', 'beda', 'era', 'skrg', 'punya', 'mata', 'dan', 'pintar', 'utk', 'membedakan', 'khususnya', 'pdip', 'tidak', 'menyuarakan', 'atau', 'prioritas', 'kepentingan', 'rakyat', 'sadarilah', 'pdip', 'tumbang']",<FreqDist with 68 samples and 79 outcomes>,"['deklarasi', 'udah', 'open', 'insight', 'dengar', 'diduga', 'pdip', 'berkuasa', 'ego', 'enggan', 'masuk', 'koalisi', 'aji', 'mumpung', 'kekuasaan', 'anggota', 'presiden', 'jokowidodo', 'hasil', 'survay', 'survey', 'udah', 'worth', 'it', 'era', 'skrg', 'era', 'survey', 'suara', 'condong', 'presentase', 'terbesar', 'gelombang', 'massal', 'survey', 'beda', 'era', 'skrg', 'mata', 'pintar', 'membedakan', 'pdip', 'menyuarakan', 'prioritas', 'kepentingan', 'rakyat', 'sadarilah', 'pdip', 'tumbang']","['deklarasi', 'udah', 'open', 'insight', 'dengar', 'diduga', 'pdip', 'berkuasa', 'ego', 'enggan', 'masuk', 'koalisi', 'aji', 'mumpung', 'kekuasaan', 'anggota', 'presiden', 'jokowidodo', 'hasil', 'survay', 'survey', 'udah', 'worth', 'it', 'era', 'sekarang', 'era', 'survey', 'suara', 'condong', 'presentase', 'terbesar', 'gelombang', 'massal', 'survey', 'beda', 'era', 'sekarang', 'mata', 'pintar', 'membedakan', 'pdip', 'menyuarakan', 'prioritas', 'kepentingan', 'rakyat', 'sadarilah', 'pdip', 'tumbang']","['deklarasi', 'udah', 'open', 'insight', 'dengar', 'duga', 'pdip', 'kuasa', 'ego', 'enggan', 'masuk', 'koalisi', 'aji', 'mumpung', 'kuasa', 'anggota', 'presiden', 'jokowidodo', 'hasil', 'survay', 'survey', 'udah', 'worth', 'it', 'era', 'sekarang', 'era', 'survey', 'suara', 'condong', 'presentase', 'besar', 'gelombang', 'massal', 'survey', 'beda', 'era', 'sekarang', 'mata', 'pintar', 'beda', 'pdip', 'suara', 'prioritas', 'penting', 'rakyat', 'sadar', 'pdip', 'tumbang']",deklarasi udah open insight dengar duga pdip kuasa ego enggan masuk koalisi aji mumpung kuasa anggota presiden jokowidodo hasil survay survey udah worth it era sekarang era survey suara condong presentase besar gelombang massal survey beda era sekarang mata pintar beda pdip suara prioritas penting rakyat sadar pdip tumbang
375,omong kosong sih,"['omong', 'kosong', 'sih']",<FreqDist with 3 samples and 3 outcomes>,"['omong', 'kosong']","['omong', 'kosong']","['omong', 'kosong']",omong kosong
376,pengamat politiknya dari kader pdip lembaga surveynya juga milik mereka emang sih media itu adalah alat saling menjatuhkan sama lain,"['pengamat', 'politiknya', 'dari', 'kader', 'pdip', 'lembaga', 'surveynya', 'juga', 'milik', 'mereka', 'emang', 'sih', 'media', 'itu', 'adalah', 'alat', 'saling', 'menjatuhkan', 'sama', 'lain']",<FreqDist with 20 samples and 20 outcomes>,"['pengamat', 'politiknya', 'kader', 'pdip', 'lembaga', 'surveynya', 'milik', 'emang', 'media', 'alat', 'menjatuhkan']","['pengamat', 'politiknya', 'kader', 'pdip', 'lembaga', 'surveynya', 'milik', 'emang', 'media', 'alat', 'menjatuhkan']","['amat', 'politik', 'kader', 'pdip', 'lembaga', 'surveynya', 'milik', 'emang', 'media', 'alat', 'jatuh']",amat politik kader pdip lembaga surveynya milik emang media alat jatuh
377,survei itu tergantung siapa yang punya dan bisa bayar gini baiknya asumsi buat aja sekarang polling ig di story followernya juga udah banyak dari berbagai kalangan nanti kalo hasilnya sesuai urutan diatas mungkin baru bisa dipercaya itu survei,"['survei', 'itu', 'tergantung', 'siapa', 'yang', 'punya', 'dan', 'bisa', 'bayar', 'gini', 'baiknya', 'asumsi', 'buat', 'aja', 'sekarang', 'polling', 'ig', 'di', 'story', 'followernya', 'juga', 'udah', 'banyak', 'dari', 'berbagai', 'kalangan', 'nanti', 'kalo', 'hasilnya', 'sesuai', 'urutan', 'diatas', 'mungkin', 'baru', 'bisa', 'dipercaya', 'itu', 'survei']",<FreqDist with 35 samples and 38 outcomes>,"['survei', 'tergantung', 'bayar', 'gini', 'baiknya', 'asumsi', 'polling', 'ig', 'story', 'followernya', 'udah', 'kalangan', 'hasilnya', 'sesuai', 'urutan', 'diatas', 'dipercaya', 'survei']","['survei', 'tergantung', 'bayar', 'gini', 'baiknya', 'asumsi', 'polling', 'ig', 'story', 'followernya', 'udah', 'kalangan', 'hasilnya', 'sesuai', 'urutan', 'diatas', 'dipercaya', 'survei']","['survei', 'gantung', 'bayar', 'gin', 'baik', 'asumsi', 'polling', 'ig', 'story', 'followernya', 'udah', 'kalang', 'hasil', 'sesuai', 'urut', 'atas', 'percaya', 'survei']",survei gantung bayar gin baik asumsi polling ig story followernya udah kalang hasil sesuai urut atas percaya survei
378,kebijakan anies di jakarta seperti dp ternyata khusus bergaji juta bukan menengah kebawah mengubah nama jalan sangat merepotkan,"['kebijakan', 'anies', 'di', 'jakarta', 'seperti', 'dp', 'ternyata', 'khusus', 'bergaji', 'juta', 'bukan', 'menengah', 'kebawah', 'mengubah', 'nama', 'jalan', 'sangat', 'merepotkan']",<FreqDist with 18 samples and 18 outcomes>,"['kebijakan', 'anies', 'jakarta', 'dp', 'khusus', 'bergaji', 'juta', 'menengah', 'kebawah', 'mengubah', 'nama', 'jalan', 'merepotkan']","['kebijakan', 'anies', 'jakarta', 'dp', 'khusus', 'bergaji', 'juta', 'menengah', 'kebawah', 'mengubah', 'nama', 'jalan', 'merepotkan']","['bijak', 'anies', 'jakarta', 'dp', 'khusus', 'gaji', 'juta', 'tengah', 'bawah', 'ubah', 'nama', 'jalan', 'repot']",bijak anies jakarta dp khusus gaji juta tengah bawah ubah nama jalan repot
379,in shaa allah rakyat yg tidak terkena survey itu luar biasa banyaknya dan jujur saja tetap siap memenangkan anies gitu aja koq repot,"['in', 'shaa', 'allah', 'rakyat', 'yg', 'tidak', 'terkena', 'survey', 'itu', 'luar', 'biasa', 'banyaknya', 'dan', 'jujur', 'saja', 'tetap', 'siap', 'memenangkan', 'anies', 'gitu', 'aja', 'koq', 'repot']",<FreqDist with 23 samples and 23 outcomes>,"['in', 'shaa', 'allah', 'rakyat', 'terkena', 'survey', 'banyaknya', 'jujur', 'memenangkan', 'anies', 'gitu', 'koq', 'repot']","['in', 'shaa', 'allah', 'rakyat', 'terkena', 'survey', 'banyaknya', 'jujur', 'memenangkan', 'anies', 'gitu', 'kok', 'repot']","['in', 'shaa', 'allah', 'rakyat', 'kena', 'survey', 'banyak', 'jujur', 'menang', 'anies', 'gitu', 'kok', 'repot']",in shaa allah rakyat kena survey banyak jujur menang anies gitu kok repot
380,bikin mual langsung muntah min hasil surveynya bener kagak ada malunya luh min min,"['bikin', 'mual', 'langsung', 'muntah', 'min', 'hasil', 'surveynya', 'bener', 'kagak', 'ada', 'malunya', 'luh', 'min', 'min']",<FreqDist with 12 samples and 14 outcomes>,"['mual', 'langsung', 'muntah', 'min', 'hasil', 'surveynya', 'bener', 'kagak', 'malunya', 'luh', 'min', 'min']","['mual', 'langsung', 'muntah', 'min', 'hasil', 'surveynya', 'bener', 'kagak', 'malunya', 'kamu', 'min', 'min']","['mual', 'langsung', 'muntah', 'min', 'hasil', 'surveynya', 'bener', 'kagak', 'malu', 'kamu', 'min', 'min']",mual langsung muntah min hasil surveynya bener kagak malu kamu min min
381,yodish udah main aman,"['yodish', 'udah', 'main', 'aman']",<FreqDist with 4 samples and 4 outcomes>,"['yodish', 'udah', 'main', 'aman']","['yodish', 'udah', 'main', 'aman']","['yodish', 'udah', 'main', 'aman']",yodish udah main aman
382,gemes amat bikin headline min,"['gemes', 'amat', 'bikin', 'headline', 'min']",<FreqDist with 5 samples and 5 outcomes>,"['gemes', 'headline', 'min']","['gemes', 'headline', 'min']","['gemes', 'headline', 'min']",gemes headline min
383,anies ngomongnya muter jadi males kwkwkwkw ganjar jiwa melayani prabowo sosok tegas,"['anies', 'ngomongnya', 'muter', 'jadi', 'males', 'kwkwkwkw', 'ganjar', 'jiwa', 'melayani', 'prabowo', 'sosok', 'tegas']",<FreqDist with 12 samples and 12 outcomes>,"['anies', 'ngomongnya', 'muter', 'males', 'kwkwkwkw', 'ganjar', 'jiwa', 'melayani', 'prabowo', 'sosok']","['anies', 'ngomongnya', 'muter', 'males', 'kwkwkwkw', 'ganjar', 'jiwa', 'melayani', 'prabowo', 'sosok']","['anies', 'ngomongnya', 'muter', 'males', 'kwkwkwkw', 'ganjar', 'jiwa', 'layan', 'prabowo', 'sosok']",anies ngomongnya muter males kwkwkwkw ganjar jiwa layan prabowo sosok
384,dki aja bisa menang erdogan aja survey abalnya diposisi tiga setelah dihitung manual erdogan menang telaakk surveynya giring opini seolah olah ganjar sdh diatas survey kok dipercaya kebalik ganjar itu posisitiga terbawah liat aja nnti debat pasti ganjar gak bisa apa alias keookk,"['dki', 'aja', 'bisa', 'menang', 'erdogan', 'aja', 'survey', 'abalnya', 'diposisi', 'tiga', 'setelah', 'dihitung', 'manual', 'erdogan', 'menang', 'telaakk', 'surveynya', 'giring', 'opini', 'seolah', 'olah', 'ganjar', 'sdh', 'diatas', 'survey', 'kok', 'dipercaya', 'kebalik', 'ganjar', 'itu', 'posisitiga', 'terbawah', 'liat', 'aja', 'nnti', 'debat', 'pasti', 'ganjar', 'gak', 'bisa', 'apa', 'alias', 'keookk']",<FreqDist with 35 samples and 43 outcomes>,"['dki', 'menang', 'erdogan', 'survey', 'abalnya', 'diposisi', 'dihitung', 'manual', 'erdogan', 'menang', 'telaakk', 'surveynya', 'giring', 'opini', 'olah', 'ganjar', 'diatas', 'survey', 'dipercaya', 'kebalik', 'ganjar', 'posisitiga', 'terbawah', 'liat', 'nnti', 'debat', 'ganjar', 'alias', 'keookk']","['dki', 'menang', 'erdogan', 'survey', 'abalnya', 'diposisi', 'dihitung', 'manual', 'erdogan', 'menang', 'telaakk', 'surveynya', 'giring', 'opini', 'olah', 'ganjar', 'diatas', 'survey', 'dipercaya', 'kebalik', 'ganjar', 'posisitiga', 'terbawah', 'lihat', 'nnti', 'debat', 'ganjar', 'alias', 'keookk']","['dki', 'menang', 'erdogan', 'survey', 'abalnya', 'posisi', 'hitung', 'manual', 'erdogan', 'menang', 'telaakk', 'surveynya', 'giring', 'opini', 'olah', 'ganjar', 'atas', 'survey', 'percaya', 'balik', 'ganjar', 'posisitiga', 'bawah', 'lihat', 'nnti', 'debat', 'ganjar', 'alias', 'keookk']",dki menang erdogan survey abalnya posisi hitung manual erdogan menang telaakk surveynya giring opini olah ganjar atas survey percaya balik ganjar posisitiga bawah lihat nnti debat ganjar alias keookk
385,ikn,['ikn'],<FreqDist with 1 samples and 1 outcomes>,['ikn'],['ikn'],['ikn'],ikn
386,ada calon lain ngga sih,"['ada', 'calon', 'lain', 'ngga', 'sih']",<FreqDist with 5 samples and 5 outcomes>,"['calon', 'ngga']","['calon', 'ngga']","['calon', 'ngga']",calon ngga
387,karena itu setingan kali kita gak bodoh bodoh amat,"['karena', 'itu', 'setingan', 'kali', 'kita', 'gak', 'bodoh', 'bodoh', 'amat']",<FreqDist with 8 samples and 9 outcomes>,"['setingan', 'kali', 'bodoh', 'bodoh']","['setingan', 'kali', 'bodoh', 'bodoh']","['ting', 'kali', 'bodoh', 'bodoh']",ting kali bodoh bodoh
388,fajar karena rekam jejak kalah sma rekam posting official,"['fajar', 'karena', 'rekam', 'jejak', 'kalah', 'sma', 'rekam', 'posting', 'official']",<FreqDist with 8 samples and 9 outcomes>,"['fajar', 'rekam', 'jejak', 'kalah', 'sma', 'rekam', 'posting', 'official']","['fajar', 'rekam', 'jejak', 'kalah', 'sma', 'rekam', 'posting', 'official']","['fajar', 'rekam', 'jejak', 'kalah', 'sma', 'rekam', 'posting', 'official']",fajar rekam jejak kalah sma rekam posting official
